Country_Name;Year;Population
Macedonia, FYR;1991;1988458
Mali;1991;8672581
Malta;1991;357727
Myanmar;1991;42588029
Middle East & North Africa (excluding high income);1991;232072119
Montenegro;1991;607105
Mongolia;1991;2217920
Northern Mariana Islands;1991;46719
Mozambique;1991;13719853
Mauritania;1991;2080782
Mauritius;1991;1070266
Malawi;1991;9604199
Malaysia;1991;18709835
North America;1991;281211703
Namibia;1991;1466152
New Caledonia;1991;175362
Niger;1991;8168834
Nigeria;1991;98085436
Nicaragua;1991;4236805
Netherlands;1991;15069798
Norway;1991;4261732
Nepal;1991;19237322
Nauru;1991;9354
New Zealand;1991;3495100
OECD members;1991;1078982212
Oman;1991;1892345
Other small states;1991;17821355
Pakistan;1991;110634399
Panama;1991;2522901
Peru;1991;22283130
Philippines;1991;63509940
Palau;1991;15471
Papua New Guinea;1991;4261933
Poland;1991;38246193
Pre-demographic dividend;1991;427933883
Puerto Rico;1991;3562110
Korea, Dem. Peopleís Rep.;1991;20510208
Portugal;1991;9960235
Paraguay;1991;4323402
Pacific island small states;1991;1721249
Post-demographic dividend;1991;970950461
French Polynesia;1991;202020
Qatar;1991;485114
Romania;1991;23001155
Russian Federation;1991;148624000
Rwanda;1991;7071393
South Asia;1991;1157752321
Saudi Arabia;1991;16890555
Sudan;1991;20861117
Senegal;1991;7749559
Singapore;1991;3135083
Solomon Islands;1991;320764
Sierra Leone;1991;3945899
El Salvador;1991;5321576
San Marino;1991;24385
Somalia;1991;6319531
Sub-Saharan Africa (excluding high income);1991;522937118
South Sudan;1991;5698998
Sub-Saharan Africa;1991;523007873
Small states;1991;25544342
Sao Tome and Principe;1991;115900
Suriname;1991;416068
Slovak Republic;1991;5303294
Slovenia;1991;1999429
Sweden;1991;8617375
Swaziland;1991;887248
Seychelles;1991;70755
Syrian Arab Republic;1991;12817578
Turks and Caicos Islands;1991;12205
Chad;1991;6151213
East Asia & Pacific (IDA & IBRD countries);1991;1607332058
Europe & Central Asia (IDA & IBRD countries);1991;430290396
Togo;1991;3886858
Thailand;1991;57225972
Tajikistan;1991;5417554
Turkmenistan;1991;3772350
Latin America & the Caribbean (IDA & IBRD countries);1991;438984479
Middle East & North Africa (IDA & IBRD countries);1991;230003274
Timor-Leste;1991;764884
Tonga;1991;95304
South Asia (IDA & IBRD);1991;1157752321
Sub-Saharan Africa (IDA & IBRD countries);1991;523007873
Trinidad and Tobago;1991;1229906
Tunisia;1991;8318200
Turkey;1991;54909508
Tuvalu;1991;9056
Tanzania;1991;26307482
Uganda;1991;17973428
Ukraine;1991;52000470
Upper middle income;1991;2082311615
Uruguay;1991;3132048
United States;1991;252981000
Uzbekistan;1991;20952000
St. Vincent and the Grenadines;1991;107811
Venezuela, RB;1991;20332247
British Virgin Islands;1991;16937
Virgin Islands (U.S.);1991;104807
Vietnam;1991;67242400
Vanuatu;1991;150779
Samoa;1991;164073
Yemen, Rep.;1991;12571240
South Africa;1991;35933108
Congo, Dem. Rep.;1991;36309209
Zambia;1991;8361381
Zimbabwe;1991;10763036
Aruba;1992;68235
Andorra;1992;58904
Afghanistan;1992;13745630
Angola;1992;11848971
Albania;1992;3247039
Arab World;1992;232417246
United Arab Emirates;1992;2019014
Argentina;1992;33655149
Armenia;1992;3449497
American Samoa;1992;49597
Antigua and Barbuda;1992;63434
Australia;1992;17495000
Austria;1992;7840709
Azerbaijan;1992;7382000
Burundi;1992;5895131
Belgium;1992;10045158
Benin;1992;5378226
Burkina Faso;1992;9297116
Bangladesh;1992;110987459
Bulgaria;1992;8540164
Bahrain;1992;522748
Bahamas, The;1992;266133
Bosnia and Herzegovina;1992;4301169
Belarus;1992;10216000
Belize;1992;194321
Bermuda;1992;58595
Bolivia;1992;7131699
Brazil;1992;155379009
Barbados;1992;262184
Brunei Darussalam;1992;271989
Bhutan;1992;528085
Botswana;1992;1460453
Central African Republic;1992;3089141
Canada;1992;28519597
Central Europe and the Baltics;1992;110005636
Switzerland;1992;6875364
Channel Islands;1992;142258
Chile;1992;13566942
China;1992;1164970000
Cote d'Ivoire;1992;13046907
Cameroon;1992;12796739
Congo, Rep.;1992;2514907
Colombia;1992;35558683
Comoros;1992;440252
Cabo Verde;1992;358473
Costa Rica;1992;3257463
Caribbean small states;1992;6047269
Cuba;1992;10735775
Curacao;1992;143912
Cayman Islands;1992;27402
Cyprus;1992;800660
Czech Republic;1992;10319123
Germany;1992;80624598
Djibouti;1992;627063
Dominica;1992;70978
Denmark;1992;5171370
Dominican Republic;1992;7468551
Algeria;1992;27180921
East Asia & Pacific (excluding high income);1992;1650544592
Early-demographic dividend;1992;2118156196
East Asia & Pacific;1992;1870516977
Europe & Central Asia (excluding high income);1992;389132701
Europe & Central Asia;1992;849687540
Ecuador;1992;10705670
Egypt, Arab Rep.;1992;58922018
Euro area;1992;314065808
Spain;1992;39067745
Estonia;1992;1533091
Ethiopia;1992;51602776
European Union;1992;480342226
Fragile and conflict affected situations;1992;273909354
Finland;1992;5041992
Fiji;1992;744534
France;1992;58851216
Faroe Islands;1992;46574
Micronesia, Fed. Sts.;1992;101412
Gabon;1992;1004598
United Kingdom;1992;57580402
Georgia;1992;4873500
Ghana;1992;15471527
Gibraltar;1992;27035
Guinea;1992;6751394
Gambia, The;1992;979701
Guinea-Bissau;1992;1104708
Equatorial Guinea;1992;404081
Greece;1992;10399061
Grenada;1992;97201
Greenland;1992;55300
Guatemala;1992;9619113
Guam;1992;136696
Guyana;1992;717621
High income;1992;1016171233
Hong Kong SAR, China;1992;5800500
Honduras;1992;5179557
Heavily indebted poor countries (HIPC);1992;377011630
Croatia;1992;4470000
Haiti;1992;7386974
Hungary;1992;10369341
IBRD only;1992;3481851896
IDA & IBRD total;1992;4464494101
IDA total;1992;982642205
IDA blend;1992;366983131
Indonesia;1992;187762097
IDA only;1992;615659074
Isle of Man;1992;71306
India;1992;906461358
Ireland;1992;3558430
Iran, Islamic Rep.;1992;58130099
Iraq;1992;18468521
Iceland;1992;261057
Israel;1992;5123000
Italy;1992;56797087
Jamaica;1992;2423044
Jordan;1992;3743944
Japan;1992;124229000
Kazakhstan;1992;16439095
Kenya;1992;25029754
Kyrgyz Republic;1992;4515400
Cambodia;1992;9659238
Kiribati;1992;74773
St. Kitts and Nevis;1992;41360
Korea, Rep.;1992;43747962
Kosovo;1992;1932000
Latin America & Caribbean (excluding high income);1992;439632368
Lao PDR;1992;4496971
Lebanon;1992;2821868
Liberia;1992;2028672
Libya;1992;4596811
St. Lucia;1992;141934
Latin America & Caribbean;1992;462218401
Least developed countries: UN classification;1992;539125756
Low income;1992;340381945
Liechtenstein;1992;29503
Sri Lanka;1992;17524000
Lower middle income;1992;1987933397
Low & middle income;1992;4437302203
Lesotho;1992;1660360
Late-demographic dividend;1992;1892687494
Lithuania;1992;3700114
Luxembourg;1992;392175
Latvia;1992;2614338
Macao SAR, China;1992;377799
St. Martin (French part);1992;32892
Morocco;1992;25866445
Monaco;1992;29864
Moldova;1992;3706000
Madagascar;1992;12263899
Maldives;1992;234000
Middle East & North Africa;1992;265336498
Mexico;1992;89110043
Marshall Islands;1992;49382
Middle income;1992;4096920258
Macedonia, FYR;1992;1977033
Mali;1992;8891141
Malta;1992;361260
Myanmar;1992;43126260
Middle East & North Africa (excluding high income);1992;237442371
Montenegro;1992;608516
Mongolia;1992;2243506
Northern Mariana Islands;1992;49429
Mozambique;1992;14203987
Mauritania;1992;2140250
Mauritius;1992;1084441
Malawi;1992;9682918
Malaysia;1992;19204700
North America;1992;285092192
Namibia;1992;1513689
New Caledonia;1992;179799
Niger;1992;8442330
Nigeria;1992;100592458
Nicaragua;1992;4331273
Netherlands;1992;15184166
Norway;1992;4286401
Nepal;1992;19765570
Nauru;1992;9544
New Zealand;1992;3531700
OECD members;1992;1088746944
Oman;1992;1979914
Other small states;1992;18164444
Pakistan;1992;113616165
Panama;1992;2575330
Peru;1992;22737056
Philippines;1992;65078901
Palau;1992;15894
Papua New Guinea;1992;4369407
Poland;1992;38363667
Pre-demographic dividend;1992;441088911
Puerto Rico;1992;3585176
Korea, Dem. Peopleís Rep.;1992;20838082
Portugal;1992;9952494
Paraguay;1992;4432738
Pacific island small states;1992;1750857
Post-demographic dividend;1992;977709589
French Polynesia;1992;205269
Qatar;1992;489668
Romania;1992;22794284
Russian Federation;1992;148689000
Rwanda;1992;6712924
South Asia;1992;1182862267
Saudi Arabia;1992;17398523
Sudan;1992;21820588
Senegal;1992;7990736
Singapore;1992;3230698
Solomon Islands;1992;329984
Sierra Leone;1992;3929182
El Salvador;1992;5392142
San Marino;1992;24755
Somalia;1992;6294017
Sub-Saharan Africa (excluding high income);1992;537687904
South Sudan;1992;5593347
Sub-Saharan Africa;1992;537759561
Small states;1992;25962570
Sao Tome and Principe;1992;118346
Suriname;1992;423572
Slovak Republic;1992;5305016
Slovenia;1992;1996498
Sweden;1992;8668067
Swaziland;1992;907947
Seychelles;1992;71657
Syrian Arab Republic;1992;13186187
Turks and Caicos Islands;1992;12970
Chad;1992;6350174
East Asia & Pacific (IDA & IBRD countries);1992;1629666457
Europe & Central Asia (IDA & IBRD countries);1992;431966368
Togo;1992;3984356
Thailand;1992;57761574
Tajikistan;1992;5523207
Turkmenistan;1992;3881973
Latin America & the Caribbean (IDA & IBRD countries);1992;446960668
Middle East & North Africa (IDA & IBRD countries);1992;235278780
Timor-Leste;1992;792846
Tonga;1992;95421
South Asia (IDA & IBRD);1992;1182862267
Sub-Saharan Africa (IDA & IBRD countries);1992;537759561
Trinidad and Tobago;1992;1237486
Tunisia;1992;8489900
Turkey;1992;55811134
Tuvalu;1992;9103
Tanzania;1992;27203865
Uganda;1992;18571527
Ukraine;1992;52150266
Upper middle income;1992;2108986861
Uruguay;1992;3154853
United States;1992;256514000
Uzbekistan;1992;21449000
St. Vincent and the Grenadines;1992;108001
Venezuela, RB;1992;20799471
British Virgin Islands;1992;17343
Virgin Islands (U.S.);1992;105711
Vietnam;1992;68450100
Vanuatu;1992;155242
Samoa;1992;165568
Yemen, Rep.;1992;13245003
South Africa;1992;36690739
Congo, Dem. Rep.;1992;37783835
Zambia;1992;8576987
Zimbabwe;1993;11019717
Aruba;1993;72498
Andorra;1993;61003
Afghanistan;1993;14824371
Angola;1993;12246786
Albania;1993;3227287
Arab World;1993;238628852
United Arab Emirates;1993;2127863
Argentina;1993;34110912
Armenia;1993;3369673
American Samoa;1993;50725
Antigua and Barbuda;1993;64868
Australia;1993;17667000
Austria;1993;7905633
Azerbaijan;1993;7495000
Burundi;1993;6019901
Belgium;1993;10084475
Benin;1993;5582420
Burkina Faso;1993;9552473
Bangladesh;1993;113442354
Bulgaria;1993;8472313
Bahrain;1993;535692
Bahamas, The;1993;271165
Bosnia and Herzegovina;1993;4141167
Belarus;1993;10239000
Belize;1993;197615
Bermuda;1993;58910
Bolivia;1993;7273824
Brazil;1993;157812220
Barbados;1993;263091
Brunei Darussalam;1993;279717
Bhutan;1993;518847
Botswana;1993;1500356
Central African Republic;1993;3170848
Canada;1993;28833410
Central Europe and the Baltics;1993;110081461
Switzerland;1993;6938265
Channel Islands;1993;142822
Chile;1993;13778676
China;1993;1178440000
Cote d'Ivoire;1993;13499696
Cameroon;1993;13169100
Congo, Rep.;1993;2581306
Colombia;1993;36195170
Comoros;1993;453188
Cabo Verde;1993;368423
Costa Rica;1993;3341005
Caribbean small states;1993;6096016
Cuba;1993;10797556
Curacao;1993;144299
Cayman Islands;1993;28652
Cyprus;1993;818814
Czech Republic;1993;10329855
Germany;1993;81156363
Djibouti;1993;639215
Dominica;1993;71205
Denmark;1993;5188628
Dominican Republic;1993;7611463
Algeria;1993;27785977
East Asia & Pacific (excluding high income);1993;1672375813
Early-demographic dividend;1993;2161775525
East Asia & Pacific;1993;1893718374
Europe & Central Asia (excluding high income);1993;390363718
Europe & Central Asia;1993;852686641
Ecuador;1993;10951200
Egypt, Arab Rep.;1993;60108373
Euro area;1993;315270699
Spain;1993;39189400
Estonia;1993;1494128
Ethiopia;1993;53477944
European Union;1993;481920881
Fragile and conflict affected situations;1993;281946172
Finland;1993;5066447
Fiji;1993;755024
France;1993;59106766
Faroe Islands;1993;45501
Micronesia, Fed. Sts.;1993;103937
Gabon;1993;1031358
United Kingdom;1993;57718614
Georgia;1993;4911100
Ghana;1993;15907244
Gibraltar;1993;27146
Guinea;1993;7155564
Gambia, The;1993;1008296
Guinea-Bissau;1993;1129706
Equatorial Guinea;1993;418409
Greece;1993;10460415
Grenada;1993;98302
Greenland;1993;55200
Guatemala;1993;9860063
Guam;1993;139820
Guyana;1993;719910
High income;1993;1024162143
Hong Kong SAR, China;1993;5901000
Honduras;1993;5318042
Heavily indebted poor countries (HIPC);1993;388837016
Croatia;1993;4640000
Haiti;1993;7530703
Hungary;1993;10357523
IBRD only;1993;3532605290
IDA & IBRD total;1993;4540828915
IDA total;1993;1008223625
IDA blend;1993;375374923
Indonesia;1993;190873248
IDA only;1993;632848702
Isle of Man;1993;71486
India;1993;924475633
Ireland;1993;3576261
Iran, Islamic Rep.;1993;58811858
Iraq;1993;19021967
Iceland;1993;263725
Israel;1993;5261000
Italy;1993;56831821
Jamaica;1993;2441024
Jordan;1993;3957221
Japan;1993;124536000
Kazakhstan;1993;16330419
Kenya;1993;25824736
Kyrgyz Republic;1993;4516700
Cambodia;1993;10007092
Kiribati;1993;75722
St. Kitts and Nevis;1993;41836
Korea, Rep.;1993;44194628
Kosovo;1993;1965000
Latin America & Caribbean (excluding high income);1993;447406941
Lao PDR;1993;4621685
Lebanon;1993;2900862
Liberia;1993;2006349
Libya;1993;4691934
St. Lucia;1993;143592
Latin America & Caribbean;1993;470281397
Least developed countries: UN classification;1993;554321297
Low income;1993;350214780
Liechtenstein;1993;29921
Sri Lanka;1993;17728000
Lower middle income;1993;2028791196
Low & middle income;1993;4513614318
Lesotho;1993;1693459
Late-demographic dividend;1993;1913031295
Lithuania;1993;3682613
Luxembourg;1993;397475
Latvia;1993;2563290
Macao SAR, China;1993;385041
St. Martin (French part);1993;33238
Morocco;1993;26314339
Monaco;1993;30138
Moldova;1993;3701000
Madagascar;1993;12643864
Maldives;1993;242000
Middle East & North Africa;1993;271312554
Mexico;1993;90887097
Marshall Islands;1993;50052
Middle income;1993;4163399538
Macedonia, FYR;1993;1964924
Mali;1993;9131449
Malta;1993;364704
Myanmar;1993;43642311
Middle East & North Africa (excluding high income);1993;242574382
Montenegro;1993;610170
Mongolia;1993;2263204
Northern Mariana Islands;1993;52120
Mozambique;1993;14775877
Mauritania;1993;2202201
Mauritius;1993;1097374
Malawi;1993;9697635
Malaysia;1993;19700762
North America;1993;288811320
Namibia;1993;1559480
New Caledonia;1993;184496
Niger;1993;8732500
Nigeria;1993;103145093
Nicaragua;1993;4426577
Netherlands;1993;15290368
Norway;1993;4311991
Nepal;1993;20312687
Nauru;1993;9719
New Zealand;1993;3572200
OECD members;1993;1098049603
Oman;1993;2066264
Other small states;1993;18484577
Pakistan;1993;116579605
Panama;1993;2628511
Peru;1993;23184222
Philippines;1993;66654954
Palau;1993;16345
Papua New Guinea;1993;4480689
Poland;1993;38461408
Pre-demographic dividend;1993;454723399
Puerto Rico;1993;3615497
Korea, Dem. Peopleís Rep.;1993;21166230
Portugal;1993;9964675
Paraguay;1993;4541902
Pacific island small states;1993;1781989
Post-demographic dividend;1993;984175293
French Polynesia;1993;208349
Qatar;1993;492120
Romania;1993;22763280
Russian Federation;1993;148520000
Rwanda;1993;6300358
South Asia;1993;1208123497
Saudi Arabia;1993;17890529
Sudan;1993;22829227
Senegal;1993;8234147
Singapore;1993;3313471
Solomon Islands;1993;339490
Sierra Leone;1993;3893891
El Salvador;1993;5461834
San Marino;1993;25141
Somalia;1993;6269244
Sub-Saharan Africa (excluding high income);1993;552769967
South Sudan;1993;5484372
Sub-Saharan Africa;1993;552842678
Small states;1993;26362582
Sao Tome and Principe;1993;120849
Suriname;1993;430901
Slovak Republic;1993;5325305
Slovenia;1993;1991746
Sweden;1993;8718561
Swaziland;1993;926224
Seychelles;1993;72711
Syrian Arab Republic;1993;13559642
Turks and Caicos Islands;1993;13793
Chad;1993;6556628
East Asia & Pacific (IDA & IBRD countries);1993;1651168577
Europe & Central Asia (IDA & IBRD countries);1993;433465126
Togo;1993;4081398
Thailand;1993;58237672
Tajikistan;1993;5616797
Turkmenistan;1993;3991917
Latin America & the Caribbean (IDA & IBRD countries);1993;454917331
Middle East & North Africa (IDA & IBRD countries);1993;240311706
Timor-Leste;1993;820471
Tonga;1993;95532
South Asia (IDA & IBRD);1993;1208123497
Sub-Saharan Africa (IDA & IBRD countries);1993;552842678
Trinidad and Tobago;1993;1244410
Tunisia;1993;8572200
Turkey;1993;56707454
Tuvalu;1993;9148
Tanzania;1993;28122799
Uganda;1993;19177660
Ukraine;1993;52179210
Upper middle income;1993;2134608342
Uruguay;1993;3178156
United States;1993;259919000
Uzbekistan;1993;21942000
St. Vincent and the Grenadines;1993;108097
Venezuela, RB;1993;21263994
British Virgin Islands;1993;17700
Virgin Islands (U.S.);1993;106577
Vietnam;1993;69644500
Vanuatu;1993;159814
Samoa;1993;167206
Yemen, Rep.;1993;13948118
South Africa;1993;37473796
Congo, Dem. Rep.;1993;39314955
Zambia;1993;8794061
Zimbabwe;1993;11256512
Aruba;1994;76700
Andorra;1994;62707
Afghanistan;1994;15869967
Angola;1994;12648483
Albania;1994;3207536
Arab World;1994;244893420
United Arab Emirates;1994;2238281
Argentina;1994;34558114
Armenia;1994;3289943
American Samoa;1994;51807
Antigua and Barbuda;1994;66550
Australia;1994;17855000
Austria;1994;7936118
Azerbaijan;1994;7597000
Burundi;1994;6134041
Belgium;1994;10115603
Benin;1994;5786794
Burkina Faso;1994;9816586
Bangladesh;1994;115913710
Bulgaria;1994;8443591
Bahrain;1994;549151
Bahamas, The;1994;275903
Bosnia and Herzegovina;1994;3992256
Belarus;1994;10227000
Belize;1994;201678
Bermuda;1994;59320
Bolivia;1994;7418864
Brazil;1994;160260508
Barbados;1994;264015
Brunei Darussalam;1994;287423
Bhutan;1994;511382
Botswana;1994;1539135
Central African Republic;1994;3253698
Canada;1994;29111906
Central Europe and the Baltics;1994;110019570
Switzerland;1994;6993795
Channel Islands;1994;143388
Chile;1994;13987999
China;1994;1191835000
Cote d'Ivoire;1994;13953779
Cameroon;1994;13546823
Congo, Rep.;1994;2649964
Colombia;1994;36823539
Comoros;1994;466309
Cabo Verde;1994;378763
Costa Rica;1994;3425692
Caribbean small states;1994;6146503
Cuba;1994;10853435
Curacao;1994;144630
Cayman Islands;1994;30055
Cyprus;1994;837166
Czech Republic;1994;10333587
Germany;1994;81438348
Djibouti;1994;649878
Dominica;1994;71372
Denmark;1994;5206180
Dominican Republic;1994;7753052
Algeria;1994;28362015
East Asia & Pacific (excluding high income);1994;1694082971
Early-demographic dividend;1994;2205478532
East Asia & Pacific;1994;1916928717
Europe & Central Asia (excluding high income);1994;390990562
Europe & Central Asia;1994;854538617
Ecuador;1994;11196476
Egypt, Arab Rep.;1994;61272847
Euro area;1994;316105840
Spain;1994;39294967
Estonia;1994;1462514
Ethiopia;1994;55366517
European Union;1994;483001906
Fragile and conflict affected situations;1994;290043848
Finland;1994;5088333
Fiji;1994;765666
France;1994;59327194
Faroe Islands;1994;44600
Micronesia, Fed. Sts.;1994;106057
Gabon;1994;1058625
United Kingdom;1994;57865745
Georgia;1994;4861600
Ghana;1994;16339344
Gibraltar;1994;27235
Guinea;1994;7536389
Gambia, The;1994;1036627
Guinea-Bissau;1994;1155111
Equatorial Guinea;1994;433197
Greece;1994;10512922
Grenada;1994;99403
Greenland;1994;55500
Guatemala;1994;10106463
Guam;1994;142806
Guyana;1994;723230
High income;1994;1031489890
Hong Kong SAR, China;1994;6035400
Honduras;1994;5455481
Heavily indebted poor countries (HIPC);1994;400825087
Croatia;1994;4650000
Haiti;1994;7674911
Hungary;1994;10343355
IBRD only;1994;3582776115
IDA & IBRD total;1994;4616731819
IDA total;1994;1033955704
IDA blend;1994;383737278
Indonesia;1994;193939912
IDA only;1994;650218426
Isle of Man;1994;71726
India;1994;942604211
Ireland;1994;3590386
Iran, Islamic Rep.;1994;59501292
Iraq;1994;19606895
Iceland;1994;266021
Israel;1994;5399000
Italy;1994;56843400
Jamaica;1994;2460002
Jordan;1994;4154813
Japan;1994;124961000
Kazakhstan;1994;16095199
Kenya;1994;26608089
Kyrgyz Republic;1994;4515100
Cambodia;1994;10355253
Kiribati;1994;76674
St. Kitts and Nevis;1994;42363
Korea, Rep.;1994;44641540
Kosovo;1994;1997000
Latin America & Caribbean (excluding high income);1994;455166402
Lao PDR;1994;4742685
Lebanon;1994;2974647
Liberia;1994;2019148
Libya;1994;4785488
St. Lucia;1994;145262
Latin America & Caribbean;1994;478328837
Least developed countries: UN classification;1994;569720374
Low income;1994;360242918
Liechtenstein;1994;30365
Sri Lanka;1994;17912000
Lower middle income;1994;2069485613
Low & middle income;1994;4589656631
Lesotho;1994;1725118
Late-demographic dividend;1994;1933111068
Lithuania;1994;3657144
Luxembourg;1994;402925
Latvia;1994;2520742
Macao SAR, China;1994;391783
St. Martin (French part);1994;33098
Morocco;1994;26747660
Monaco;1994;30423
Moldova;1994;3691000
Madagascar;1994;13039754
Maldives;1994;245000
Middle East & North Africa;1994;277344152
Mexico;1994;92663664
Marshall Islands;1994;50577
Middle income;1994;4229413713
Macedonia, FYR;1994;1956165
Mali;1994;9383608
Malta;1994;367941
Myanmar;1994;44164109
Middle East & North Africa (excluding high income);1994;247781649
Montenegro;1994;611389
Mongolia;1994;2280495
Northern Mariana Islands;1994;54817
Mozambique;1994;15363065
Mauritania;1994;2266745
Mauritius;1994;1112846
Malawi;1994;9725612
Malaysia;1994;20205992
North America;1994;292297226
Namibia;1994;1605828
New Caledonia;1994;189482
Niger;1994;9039088
Nigeria;1994;105753088
Nicaragua;1994;4520727
Netherlands;1994;15382838
Norway;1994;4336613
Nepal;1994;20859421
Nauru;1994;9863
New Zealand;1994;3620000
OECD members;1994;1106887160
Oman;1994;2139539
Other small states;1994;18804340
Pakistan;1994;119564925
Panama;1994;2682720
Peru;1994;23619358
Philippines;1994;68240134
Palau;1994;16805
Papua New Guinea;1994;4596131
Poland;1994;38542652
Pre-demographic dividend;1994;468524311
Puerto Rico;1994;3649237
Korea, Dem. Peopleís Rep.;1994;21478544
Portugal;1994;9991525
Paraguay;1994;4651222
Pacific island small states;1994;1812753
Post-demographic dividend;1994;989788286
French Polynesia;1994;211584
Qatar;1994;495179
Romania;1994;22730211
Russian Federation;1994;148336000
Rwanda;1994;5995987
South Asia;1994;1233480616
Saudi Arabia;1994;18373412
Sudan;1994;23805536
Senegal;1994;8475136
Singapore;1994;3419048
Solomon Islands;1994;349250
Sierra Leone;1994;3858559
El Salvador;1994;5528012
San Marino;1994;25519
Somalia;1994;6278911
Sub-Saharan Africa (excluding high income);1994;568154431
South Sudan;1994;5425099
Sub-Saharan Africa;1994;568228356
Small states;1994;26763596
Sao Tome and Principe;1994;123318
Suriname;1994;438280
Slovak Republic;1994;5346331
Slovenia;1994;1989443
Sweden;1994;8780745
Swaziland;1994;944223
Seychelles;1994;73925
Syrian Arab Republic;1994;13941025
Turks and Caicos Islands;1994;14597
Chad;1994;6773104
East Asia & Pacific (IDA & IBRD countries);1994;1672562483
Europe & Central Asia (IDA & IBRD countries);1994;434183214
Togo;1994;4180689
Thailand;1994;58722767
Tajikistan;1994;5702611
Turkmenistan;1994;4095512
Latin America & the Caribbean (IDA & IBRD countries);1994;462861799
Middle East & North Africa (IDA & IBRD countries);1994;245415351
Timor-Leste;1994;842752
Tonga;1994;95678
South Asia (IDA & IBRD);1994;1233480616
Sub-Saharan Africa (IDA & IBRD countries);1994;568228356
Trinidad and Tobago;1994;1250316
Tunisia;1994;8785700
Turkey;1994;57608769
Tuvalu;1994;9188
Tanzania;1994;29030288
Uganda;1994;19791266
Ukraine;1994;51921041
Upper middle income;1994;2159928100
Uruguay;1994;3201604
United States;1994;263126000
Uzbekistan;1994;22377000
St. Vincent and the Grenadines;1994;108129
Venezuela, RB;1994;21726808
British Virgin Islands;1994;18051
Virgin Islands (U.S.);1994;107317
Vietnam;1994;70824500
Vanuatu;1994;164209
Samoa;1994;168786
Yemen, Rep.;1994;14633091
South Africa;1994;38283223
Congo, Dem. Rep.;1994;40804011
Zambia;1994;9018229
Zimbabwe;1994;11476807
Aruba;1995;80326
Andorra;1995;63854
Afghanistan;1995;16772522
Angola;1995;13042666
Albania;1995;3187784
Arab World;1995;252591048
United Arab Emirates;1995;2350192
Argentina;1995;34994818
Armenia;1995;3223173
American Samoa;1995;52874
Antigua and Barbuda;1995;68349
Australia;1995;18072000
Austria;1995;7948278
Azerbaijan;1995;7685000
Burundi;1995;6239030
Belgium;1995;10136811
Benin;1995;5985658
Burkina Faso;1995;10089876
Bangladesh;1995;118427768
Bulgaria;1995;8406067
Bahrain;1995;563730
Bahamas, The;1995;280151
Bosnia and Herzegovina;1995;3879278
Belarus;1995;10194000
Belize;1995;206962
Bermuda;1995;59746
Bolivia;1995;7566716
Brazil;1995;162755054
Barbados;1995;264962
Brunei Darussalam;1995;295010
Bhutan;1995;508897
Botswana;1995;1576291
Central African Republic;1995;3335840
Canada;1995;29354000
Central Europe and the Baltics;1995;109913216
Switzerland;1995;7040687
Channel Islands;1995;144050
Chile;1995;14193986
China;1995;1204855000
Cote d'Ivoire;1995;14404340
Cameroon;1995;13929575
Congo, Rep.;1995;2721277
Colombia;1995;37441980
Comoros;1995;479574
Cabo Verde;1995;389156
Costa Rica;1995;3510925
Caribbean small states;1995;6197620
Cuba;1995;10906048
Curacao;1995;145139
Cayman Islands;1995;31672
Cyprus;1995;855389
Czech Republic;1995;10327253
Germany;1995;81678051
Djibouti;1995;661076
Dominica;1995;71367
Denmark;1995;5233373
Dominican Republic;1995;7892420
Algeria;1995;28904300
East Asia & Pacific (excluding high income);1995;1715417437
Early-demographic dividend;1995;2249548153
East Asia & Pacific;1995;1939958969
Europe & Central Asia (excluding high income);1995;391431995
Europe & Central Asia;1995;856060572
Ecuador;1995;11440576
Egypt, Arab Rep.;1995;62434527
Euro area;1995;316837436
Spain;1995;39387017
Estonia;1995;1436634
Ethiopia;1995;57237226
European Union;1995;483927331
Fragile and conflict affected situations;1995;298040428
Finland;1995;5107790
Fiji;1995;775498
France;1995;59541900
Faroe Islands;1995;44099
Micronesia, Fed. Sts.;1995;107556
Gabon;1995;1086449
United Kingdom;1995;58019030
Georgia;1995;4734000
Ghana;1995;16760991
Gibraltar;1995;27285
Guinea;1995;7863033
Gambia, The;1995;1065746
Guinea-Bissau;1995;1180877
Equatorial Guinea;1995;448332
Greece;1995;10562153
Grenada;1995;100253
Greenland;1995;55800
Guatemala;1995;10357354
Guam;1995;145562
Guyana;1995;726695
High income;1995;1040394770
Hong Kong SAR, China;1995;6156100
Honduras;1995;5591136
Heavily indebted poor countries (HIPC);1995;412815898
Croatia;1995;4669000
Haiti;1995;7819806
Hungary;1995;10328965
IBRD only;1995;3632548453
IDA & IBRD total;1995;4692385329
IDA total;1995;1059836876
IDA blend;1995;392141218
Indonesia;1995;196957845
IDA only;1995;667695658
Isle of Man;1995;72181
India;1995;960874982
Ireland;1995;3608841
Iran, Islamic Rep.;1995;60318632
Iraq;1995;20217759
Iceland;1995;267468
Israel;1995;5545000
Italy;1995;56844303
Jamaica;1995;2480000
Jordan;1995;4320158
Japan;1995;125439000
Kazakhstan;1995;15815626
Kenya;1995;27373035
Kyrgyz Republic;1995;4560400
Cambodia;1995;10694459
Kiribati;1995;77727
St. Kitts and Nevis;1995;42888
Korea, Rep.;1995;45092991
Kosovo;1995;2029000
Latin America & Caribbean (excluding high income);1995;462917430
Lao PDR;1995;4857774
Lebanon;1995;3033406
